#|SEDE_ATENCION|TIPO_SOLICITUD|SEXO_BENEFICIARIO|EDAD_BENEFICIARIO|DISTRITO_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD_BENEFICIARIO|ANO_TRA|MES_TRA|TOTAL_MOV_MIGRA|ESTADO_TRAMITE|NACIONALIDAD_SOLICITANTE|FECHA_DE_CORTE
168|SERVICIOS WEB|PROPIETARIO|F|45|MIRAFLORES|LIMA|BRASILERA|2023|OCTUBRE|5|E|BRASILERA|2023-10-06
169|SERVICIOS WEB|PROPIETARIO|F|41|SAN ISIDRO|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-06
170|SERVICIOS WEB|PROPIETARIO|F|43|SAN ISIDRO|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-06
171|SERVICIOS WEB|PROPIETARIO|F|32|LIMA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
172|SERVICIOS WEB|PROPIETARIO|F|81|SURQUILLO|LIMA|JAPONESA|2023|OCTUBRE|0|E|JAPONESA|2023-10-06
173|SERVICIOS WEB|PROPIETARIO|F|43|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
174|SERVICIOS WEB|PROPIETARIO|M|84|SURQUILLO|LIMA|JAPONESA|2023|OCTUBRE|0|E|JAPONESA|2023-10-06
175|SERVICIOS WEB|PROPIETARIO|M|44|SAN MIGUEL|LIMA|CHILENA|2023|OCTUBRE|91|E|CHILENA|2023-10-06
176|SERVICIOS WEB|PROPIETARIO|M|25|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
177|SERVICIOS WEB|PROPIETARIO|F|47|LA VICTORIA|LIMA|CUBANA|2023|OCTUBRE|0|E|CUBANA|2023-10-06
178|SERVICIOS WEB|PROPIETARIO|M|52|ANDAHUAYLILLAS|CUSCO|ITALIANA|2023|OCTUBRE|0|E|ITALIANA|2023-10-06
179|SERVICIOS WEB|PROPIETARIO|F|21|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-06
180|SERVICIOS WEB|PROPIETARIO|M|43|MIRAFLORES|LIMA|PORTUGUESA|2023|OCTUBRE|0|E|PORTUGUESA|2023-10-06
181|SERVICIOS WEB|PROPIETARIO|F|40|BELLAVISTA|CALLAO|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
182|SERVICIOS WEB|PROPIETARIO|M|78|MIRAFLORES|LIMA|BRITANICA|2023|OCTUBRE|10|E|BRITANICA|2023-10-06
183|SERVICIOS WEB|PROPIETARIO|F|45|MIRAFLORES|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-06
184|SERVICIOS WEB|PROPIETARIO|M|33|CARMEN DE LA LEGUA REYNOSO|CALLAO|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-06
185|SERVICIOS WEB|PROPIETARIO|F|34|MIRAFLORES|LIMA|COLOMBIANA|2023|OCTUBRE|5|E|COLOMBIANA|2023-10-06
186|SERVICIOS WEB|PROPIETARIO|M|39|SAN MARTIN DE PORRES|LIMA|BANGLADESH|2023|OCTUBRE|0|E|BANGLADESH|2023-10-06
187|SERVICIOS WEB|PROPIETARIO|F|49|SANTIAGO DE SURCO|LIMA|ECUATORIANA|2023|OCTUBRE|0|E|ECUATORIANA|2023-10-06
188|SERVICIOS WEB|PROPIETARIO|F|33|SAN ISIDRO|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-06
189|SERVICIOS WEB|PROPIETARIO|M|30|SAN BORJA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
190|SERVICIOS WEB|PROPIETARIO|M|26|SANTIAGO DE SURCO|LIMA|ECUATORIANA|2023|OCTUBRE|0|E|ECUATORIANA|2023-10-06
191|LIMA|PROPIETARIO|M|15|SANTIAGO DE SURCO|LIMA|ECUATORIANA|2023|OCTUBRE|61|E|ECUATORIANA|2023-10-06
192|SERVICIOS WEB|PROPIETARIO|M|30|BARRANCO|LIMA|PANAMEÑA|2023|OCTUBRE|16|E|PANAMEÑA|2023-10-06
193|SERVICIOS WEB|PROPIETARIO|M|50|SANTIAGO DE SURCO|LIMA|ITALIANA|2023|OCTUBRE|19|E|ITALIANA|2023-10-06
194|SERVICIOS WEB|PROPIETARIO|M|49|SANTIAGO DE SURCO|LIMA|ECUATORIANA|2023|OCTUBRE|0|E|ECUATORIANA|2023-10-06
195|SERVICIOS WEB|PROPIETARIO|M|85|SAN MIGUEL|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|0|E|ESTADOUNIDENSE|2023-10-06
196|SERVICIOS WEB|PROPIETARIO|F|38|TACNA|TACNA|VENEZOLANA|2023|OCTUBRE|7|E|VENEZOLANA|2023-10-06
197|SERVICIOS WEB|PROPIETARIO|M|46|MIRAFLORES|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|0|E|ESTADOUNIDENSE|2023-10-06
198|SERVICIOS WEB|PROPIETARIO|F|33|COMAS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
199|SERVICIOS WEB|PROPIETARIO|F|44|MIRAFLORES|LIMA|RUMANA|2023|OCTUBRE|0|E|RUMANA|2023-10-06
200|SERVICIOS WEB|PROPIETARIO|M|33|MAGDALENA DEL MAR|LIMA|DE YEMEN|2023|OCTUBRE|2|E|DE YEMEN|2023-10-06
201|SERVICIOS WEB|PROPIETARIO|M|70|<NO DEFINIDO>|<NO DEFINIDO>|ESPAÑOLA|2023|OCTUBRE|88|E|ESPAÑOLA|2023-10-06
202|SERVICIOS WEB|PROPIETARIO|F|37|EL AGUSTINO|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-06
203|SERVICIOS WEB|PROPIETARIO|F|37|SAN MIGUEL|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-06
204|SERVICIOS WEB|PROPIETARIO|M|46|BREÑA|LIMA|URUGUAYA|2023|OCTUBRE|0|E|URUGUAYA|2023-10-07
205|SERVICIOS WEB|PROPIETARIO|M|51|SAN MIGUEL|LIMA|ESPAÑOLA|2023|OCTUBRE|30|E|ESPAÑOLA|2023-10-07
206|SERVICIOS WEB|PROPIETARIO|F|33|INDEPENDENCIA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-07
207|SERVICIOS WEB|PROPIETARIO|F|37|PARIÑAS|PIURA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-07
208|SERVICIOS WEB|PROPIETARIO|M|25|CHULUCANAS|PIURA|COLOMBIANA|2023|OCTUBRE|3|E|COLOMBIANA|2023-10-07
209|SERVICIOS WEB|PROPIETARIO|M|29|VILLA EL SALVADOR|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-07
210|SERVICIOS WEB|PROPIETARIO|M|47|<NO DEFINIDO>|<NO DEFINIDO>|ARGENTINA|2023|OCTUBRE|6|E|ARGENTINA|2023-10-07
211|SERVICIOS WEB|PROPIETARIO|M|46|LIMA|LIMA|MEXICANA|2023|OCTUBRE|66|E|MEXICANA|2023-10-09
212|SERVICIOS WEB|PROPIETARIO|M|23|SANTIAGO DE SURCO|LIMA|PARAGUAYA|2023|OCTUBRE|15|E|PARAGUAYA|2023-10-09
213|SERVICIOS WEB|PROPIETARIO|M|40|SAN MARTIN DE PORRES|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-09
214|SERVICIOS WEB|PROPIETARIO|M|37|RIMAC|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
215|SERVICIOS WEB|PROPIETARIO|M|68|COMAS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
216|SERVICIOS WEB|PROPIETARIO|M|29|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
217|SERVICIOS WEB|PROPIETARIO|M|31|COMAS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
218|SERVICIOS WEB|PROPIETARIO|M|32|CUSCO|CUSCO|FRANCESA|2023|OCTUBRE|33|E|FRANCESA|2023-10-09
219|SERVICIOS WEB|PROPIETARIO|F|25|SAN LUIS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
220|SERVICIOS WEB|PROPIETARIO|F|27|LOS OLIVOS|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-09
221|SERVICIOS WEB|PROPIETARIO|F|20|VENTANILLA|CALLAO|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
222|SERVICIOS WEB|PROPIETARIO|M|39|BELLAVISTA|CALLAO|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
223|SERVICIOS WEB|PROPIETARIO|M|40|COMAS|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-09
224|SERVICIOS WEB|PROPIETARIO|M|50|MIRAFLORES|LIMA|ESPAÑOLA|2023|OCTUBRE|21|E|ESPAÑOLA|2023-10-09
225|SERVICIOS WEB|PROPIETARIO|M|54|MIRAFLORES|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|269|E|ESTADOUNIDENSE|2023-10-09
226|SERVICIOS WEB|PROPIETARIO|M|38|SAN JUAN DE LURIGANCHO|LIMA|GUATEMALTECA|2023|OCTUBRE|0|E|GUATEMALTECA|2023-10-09
227|SERVICIOS WEB|PROPIETARIO|M|24|SAN GABAN|PUNO|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-09
228|SERVICIOS WEB|PROPIETARIO|M|47|PARIÑAS|PIURA|VENEZOLANA|2023|OCTUBRE|7|E|VENEZOLANA|2023-10-09
229|SERVICIOS WEB|PROPIETARIO|M|59|JESUS MARIA|LIMA|CHINA|2023|OCTUBRE|42|E|CHINA|2023-10-09
230|SERVICIOS WEB|PROPIETARIO|M|58|CHIMBOTE|ANCASH|PERUANA|2023|OCTUBRE|0|E|PERUANA|2023-10-09
231|SERVICIOS WEB|PROPIETARIO|F|38|LOS OLIVOS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
232|SERVICIOS WEB|PROPIETARIO|M|22|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-09
233|SERVICIOS WEB|PROPIETARIO|M|42|LINCE|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-09
234|SERVICIOS WEB|PROPIETARIO|F|32|LOS OLIVOS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
235|SERVICIOS WEB|PROPIETARIO|F|27|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
236|SERVICIOS WEB|PROPIETARIO|M|80|<NO DEFINIDO>|<NO DEFINIDO>|ALEMANA|2023|OCTUBRE|21|E|ALEMANA|2023-10-09
237|SERVICIOS WEB|PROPIETARIO|M|80|<NO DEFINIDO>|<NO DEFINIDO>|ALEMANA|2023|OCTUBRE|21|E|ALEMANA|2023-10-09
238|SERVICIOS WEB|PROPIETARIO|M|31|LA PERLA|CALLAO|CUBANA|2023|OCTUBRE|0|E|CUBANA|2023-10-09
239|SERVICIOS WEB|PROPIETARIO|M|46|LA MOLINA|LIMA|COLOMBIANA|2023|OCTUBRE|2|E|COLOMBIANA|2023-10-09
240|SERVICIOS WEB|PROPIETARIO|F|28|LIMA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
241|SERVICIOS WEB|PROPIETARIO|M|26|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-09
242|SERVICIOS WEB|PROPIETARIO|M|34|SANTA ANITA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
243|SERVICIOS WEB|PROPIETARIO|M|31|SANTA ANITA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-09
244|SERVICIOS WEB|PROPIETARIO|M|38|MIRAFLORES|LIMA|MEXICANA|2023|OCTUBRE|0|E|MEXICANA|2023-10-09
245|SERVICIOS WEB|PROPIETARIO|F|38|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|OCTUBRE|3|E|VENEZOLANA|2023-10-09
246|SERVICIOS WEB|PROPIETARIO|M|18|SAN MIGUEL|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
247|SERVICIOS WEB|PROPIETARIO|M|62|LIMA|LIMA|PERUANA|2023|OCTUBRE|0|E|PERUANA|2023-10-10
248|SERVICIOS WEB|PROPIETARIO|M|38|SAN ISIDRO|LIMA|COLOMBIANA|2023|OCTUBRE|29|E|COLOMBIANA|2023-10-10
249|SERVICIOS WEB|PROPIETARIO|F|35|INDEPENDENCIA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
250|SERVICIOS WEB|PROPIETARIO|M|42|SANTIAGO DE SURCO|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
251|SERVICIOS WEB|PROPIETARIO|M|36|SAN ISIDRO|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
252|SERVICIOS WEB|PROPIETARIO|M|36|SANTIAGO DE SURCO|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
253|SERVICIOS WEB|PROPIETARIO|M|32|MIRAFLORES|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
254|SERVICIOS WEB|PROPIETARIO|M|29|SAN ISIDRO|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
255|SERVICIOS WEB|PROPIETARIO|M|49|SAN ISIDRO|LIMA|MONGOL|2023|OCTUBRE|0|E|MONGOL|2023-10-10
256|SERVICIOS WEB|PROPIETARIO|M|32|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
257|SERVICIOS WEB|PROPIETARIO|F|49|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-10
258|SERVICIOS WEB|PROPIETARIO|F|41|BARRANCO|LIMA|MEXICANA|2023|OCTUBRE|0|E|MEXICANA|2023-10-10
259|SERVICIOS WEB|PROPIETARIO|M|33|LA PERLA|CALLAO|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
260|SERVICIOS WEB|PROPIETARIO|M|59|MIRAFLORES|LIMA|BRASILERA|2023|OCTUBRE|0|E|BRASILERA|2023-10-10
261|SERVICIOS WEB|PROPIETARIO|F|32|SANTIAGO DE SURCO|LIMA|MONGOL|2023|OCTUBRE|2|E|MONGOL|2023-10-10
262|SERVICIOS WEB|PROPIETARIO|F|37|SAN JUAN DE LURIGANCHO|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-10
263|SERVICIOS WEB|PROPIETARIO|F|97|SAN ISIDRO|LIMA|ARGENTINA|2023|OCTUBRE|46|E|ARGENTINA|2023-10-10
264|SERVICIOS WEB|PROPIETARIO|F|52|SAN BORJA|LIMA|CHILENA|2023|OCTUBRE|7|E|CHILENA|2023-10-10
265|SERVICIOS WEB|PROPIETARIO|M|60|SANTIAGO DE SURCO|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|107|E|ESTADOUNIDENSE|2023-10-10
266|SERVICIOS WEB|PROPIETARIO|F|48|LIMA|LIMA|PERUANA|2023|OCTUBRE|0|E|PERUANA|2023-10-10
267|SERVICIOS WEB|PROPIETARIO|M|85|SAN MIGUEL|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|0|E|ESTADOUNIDENSE|2023-10-10
268|SERVICIOS WEB|PROPIETARIO|M|30|SAN MIGUEL|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
269|SERVICIOS WEB|PROPIETARIO|M|34|SAN MARTIN DE PORRES|LIMA|CHILENA|2023|OCTUBRE|1|E|CHILENA|2023-10-10
270|SERVICIOS WEB|PROPIETARIO|M|60|MIRAFLORES|LIMA|ARGENTINA|2023|OCTUBRE|2|E|ARGENTINA|2023-10-10
271|SERVICIOS WEB|PROPIETARIO|F|46|MIRAFLORES|LIMA|ARGENTINA|2023|OCTUBRE|348|E|ARGENTINA|2023-10-10
272|SERVICIOS WEB|PROPIETARIO|M|47|SANTIAGO DE SURCO|LIMA|ITALIANA|2023|OCTUBRE|83|E|ITALIANA|2023-10-10
273|SERVICIOS WEB|PROPIETARIO|M|43|MIRAFLORES|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-10
274|SERVICIOS WEB|PROPIETARIO|M|53|SAN ISIDRO|LIMA|ESPAÑOLA|2023|OCTUBRE|0|E|ESPAÑOLA|2023-10-10
275|SERVICIOS WEB|PROPIETARIO|M|35|MIRAFLORES|LIMA|COLOMBIANA|2023|OCTUBRE|24|E|COLOMBIANA|2023-10-10
276|SERVICIOS WEB|PROPIETARIO|M|47|MIRAFLORES|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
277|SERVICIOS WEB|PROPIETARIO|F|32|LA VICTORIA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
278|SERVICIOS WEB|PROPIETARIO|M|34|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
279|SERVICIOS WEB|PROPIETARIO|M|90|BARRANCA|LIMA|ESTADOUNIDENSE|2023|OCTUBRE|31|E|ESTADOUNIDENSE|2023-10-10
280|SERVICIOS WEB|PROPIETARIO|F|30|SAN ISIDRO|LIMA|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-10
281|SERVICIOS WEB|PROPIETARIO|M|35|SAN ISIDRO|LIMA|CHINA|2023|OCTUBRE|13|E|CHINA|2023-10-10
282|SERVICIOS WEB|PROPIETARIO|M|49|SAN ISIDRO|LIMA|ESPAÑOLA|2023|OCTUBRE|500|E|ESPAÑOLA|2023-10-10
283|SERVICIOS WEB|PROPIETARIO|M|36|BARRANCO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
284|SERVICIOS WEB|PROPIETARIO|M|66|SAN ISIDRO|LIMA|CHILENA|2023|OCTUBRE|1|E|CHILENA|2023-10-10
285|SERVICIOS WEB|PROPIETARIO|M|65|SAN ISIDRO|LIMA|AUSTRALIANA|2023|OCTUBRE|0|E|AUSTRALIANA|2023-10-10
286|SERVICIOS WEB|PROPIETARIO|M|33|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
287|SERVICIOS WEB|PROPIETARIO|M|71|SAN ISIDRO|LIMA|AUSTRALIANA|2023|OCTUBRE|16|E|AUSTRALIANA|2023-10-10
288|SERVICIOS WEB|PROPIETARIO|M|54|CARMEN DE LA LEGUA REYNOSO|CALLAO|ESPAÑOLA|2023|OCTUBRE|0|E|ESPAÑOLA|2023-10-10
289|SERVICIOS WEB|PROPIETARIO|M|58|LA MOLINA|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-10
290|SERVICIOS WEB|PROPIETARIO|F|31|EL AGUSTINO|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-10
291|SERVICIOS WEB|PROPIETARIO|M|34|LOS OLIVOS|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-10
292|SERVICIOS WEB|PROPIETARIO|M|50|LA VICTORIA|LIMA|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-10
293|SERVICIOS WEB|PROPIETARIO|M|57|SAN BORJA|LIMA|CHILENA|2023|OCTUBRE|2|E|CHILENA|2023-10-11
294|SERVICIOS WEB|PROPIETARIO|M|56|MIRAFLORES|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
295|SERVICIOS WEB|PROPIETARIO|F|52|SAN ISIDRO|LIMA|URUGUAYA|2023|OCTUBRE|0|E|URUGUAYA|2023-10-11
296|SERVICIOS WEB|PROPIETARIO|F|79|COMAS|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-11
297|SERVICIOS WEB|PROPIETARIO|M|18|SAN MIGUEL|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
298|SERVICIOS WEB|PROPIETARIO|M|31|TARMA|JUNIN|URUGUAYA|2023|OCTUBRE|0|E|URUGUAYA|2023-10-11
299|SERVICIOS WEB|PROPIETARIO|M|32|VICTOR LARCO HERRERA|LA LIBERTAD|COLOMBIANA|2023|OCTUBRE|23|E|COLOMBIANA|2023-10-11
300|SERVICIOS WEB|PROPIETARIO|M|28|VICTOR LARCO HERRERA|LA LIBERTAD|ECUATORIANA|2023|OCTUBRE|0|E|ECUATORIANA|2023-10-11
301|SERVICIOS WEB|PROPIETARIO|F|26|SAN SEBASTIAN|CUSCO|ESPAÑOLA|2023|OCTUBRE|7|E|ESPAÑOLA|2023-10-11
302|SERVICIOS WEB|PROPIETARIO|M|42|SAN ISIDRO|LIMA|CHILENA|2023|OCTUBRE|19|E|CHILENA|2023-10-11
303|SERVICIOS WEB|PROPIETARIO|M|45|SAN ISIDRO|LIMA|COLOMBIANA|2023|OCTUBRE|9|E|COLOMBIANA|2023-10-11
304|SERVICIOS WEB|PROPIETARIO|M|41|SAN ISIDRO|LIMA|ARGENTINA|2023|OCTUBRE|39|E|ARGENTINA|2023-10-11
305|SERVICIOS WEB|PROPIETARIO|M|50|PARIÑAS|PIURA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
306|SERVICIOS WEB|PROPIETARIO|M|41|TUMBES|TUMBES|VENEZOLANA|2023|OCTUBRE|3|E|VENEZOLANA|2023-10-11
307|SERVICIOS WEB|PROPIETARIO|F|36|TRUJILLO|LA LIBERTAD|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
308|SERVICIOS WEB|PROPIETARIO|F|46|SECHURA|PIURA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
309|SERVICIOS WEB|PROPIETARIO|M|35|CHORRILLOS|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
310|SERVICIOS WEB|PROPIETARIO|F|35|SANTA ANITA|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
311|SERVICIOS WEB|PROPIETARIO|F|33|SANTIAGO DE SURCO|LIMA|NICARAGUENSE|2023|OCTUBRE|0|E|NICARAGUENSE|2023-10-11
312|SERVICIOS WEB|PROPIETARIO|M|60|<NO DEFINIDO>|<NO DEFINIDO>|ESPAÑOLA|2023|OCTUBRE|142|E|ESPAÑOLA|2023-10-11
313|SERVICIOS WEB|PROPIETARIO|M|36|PAUCARPATA|AREQUIPA|VENEZOLANA|2023|OCTUBRE|9|E|VENEZOLANA|2023-10-11
314|SERVICIOS WEB|PROPIETARIO|M|63|PARIÑAS|PIURA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
315|SERVICIOS WEB|PROPIETARIO|M|55|PARIÑAS|PIURA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-11
316|SERVICIOS WEB|PROPIETARIO|F|44|SAN BORJA|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-11
317|SERVICIOS WEB|PROPIETARIO|F|29|PUEBLO LIBRE (MAGDALENA VIEJA)|LIMA|ARGENTINA|2023|OCTUBRE|1|E|ARGENTINA|2023-10-11
318|SERVICIOS WEB|PROPIETARIO|M|68|<NO DEFINIDO>|<NO DEFINIDO>|GRIEGA|2023|OCTUBRE|27|E|GRIEGA|2023-10-11
319|SERVICIOS WEB|PROPIETARIO|F|38|LINCE|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-11
320|SERVICIOS WEB|PROPIETARIO|F|57|SAN BORJA|LIMA|COLOMBIANA|2023|OCTUBRE|0|E|COLOMBIANA|2023-10-11
321|SERVICIOS WEB|PROPIETARIO|M|33|PUEBLO NUEVO|ICA|BOLIVIANA|2023|OCTUBRE|0|E|BOLIVIANA|2023-10-11
322|SERVICIOS WEB|PROPIETARIO|M|35|LOS OLIVOS|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-11
323|SERVICIOS WEB|PROPIETARIO|F|29|ATE|LIMA|ITALIANA|2023|OCTUBRE|3|E|ITALIANA|2023-10-11
324|SERVICIOS WEB|PROPIETARIO|M|58|SAN ISIDRO|LIMA|BRASILERA|2023|OCTUBRE|0|E|BRASILERA|2023-10-11
325|SERVICIOS WEB|PROPIETARIO|M|33|HUANUCO|HUANUCO|FILIPINA|2023|OCTUBRE|5|E|FILIPINA|2023-10-12
326|SERVICIOS WEB|PROPIETARIO|F|23|JESUS MARIA|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-12
327|SERVICIOS WEB|PROPIETARIO|M|29|SAN BORJA|LIMA|BRASILERA|2023|OCTUBRE|3|E|BRASILERA|2023-10-12
328|SERVICIOS WEB|PROPIETARIO|F|56|MIRAFLORES|LIMA|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-12
329|SERVICIOS WEB|PROPIETARIO|M|40|VILLA EL SALVADOR|LIMA|ECUATORIANA|2023|OCTUBRE|2|E|ECUATORIANA|2023-10-12
330|LIMA|PROPIETARIO|M|15|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|OCTUBRE|41|E|VENEZOLANA|2023-10-12
331|SERVICIOS WEB|PROPIETARIO|M|26|VICTOR LARCO HERRERA|LA LIBERTAD|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-12
332|SERVICIOS WEB|PROPIETARIO|F|47|SAN ISIDRO|LIMA|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-12
333|SERVICIOS WEB|PROPIETARIO|M|51|PISCO|ICA|CHINA|2023|OCTUBRE|0|E|CHINA|2023-10-12
334|SERVICIOS WEB|PROPIETARIO|M|43|BARRANCO|LIMA|FRANCESA|2023|OCTUBRE|0|E|FRANCESA|2023-10-12
335|LIMA|PROPIETARIO|F|39|LIMA|LIMA|VENEZOLANA|2023|OCTUBRE|1|E|VENEZOLANA|2023-10-12
336|SERVICIOS WEB|PROPIETARIO|M|41|SAN ISIDRO|LIMA|ARGENTINA|2023|OCTUBRE|0|E|ARGENTINA|2023-10-12
337|SERVICIOS WEB|PROPIETARIO|M|69|SANTIAGO DE SURCO|LIMA|AUSTRIACA|2023|OCTUBRE|0|E|AUSTRIACA|2023-10-12
338|SERVICIOS WEB|PROPIETARIO|M|27|ATE|LIMA|VENEZOLANA|2023|OCTUBRE|0|E|VENEZOLANA|2023-10-12
339|SERVICIOS WEB|PROPIETARIO|F|30|MIRAFLORES|LIMA|RUSA|2023|OCTUBRE|0|E|RUSA|2023-10-12
