#|SEDE_ATENCION|TIPO_SOLICITUD|SEXO_BENEFICIARIO|EDAD_BENEFICIARIO|DISTRITO_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD_BENEFICIARIO|ANO_TRA|MES_TRA|TOTAL_MOV_MIGRA|ESTADO_TRAMITE|NACIONALIDAD_SOLICITANTE|FECHA_DE_CORTE
609|SERVICIOS WEB|PROPIETARIO|F|40|MIRAFLORES|LIMA|PANAMEÑA|2023|SEPTIEMBRE|34|E|PANAMEÑA|2023-09-25
610|SERVICIOS WEB|PROPIETARIO|M|51|SAN ISIDRO|LIMA|ECUATORIANA|2023|SEPTIEMBRE|46|E|ECUATORIANA|2023-09-25
611|SERVICIOS WEB|PROPIETARIO|F|59|SANTIAGO DE SURCO|LIMA|CHILENA|2023|SEPTIEMBRE|34|E|CHILENA|2023-09-25
612|SERVICIOS WEB|PROPIETARIO|F|34|SAN ISIDRO|LIMA|CHINA|2023|SEPTIEMBRE|11|E|CHINA|2023-09-25
613|SERVICIOS WEB|PROPIETARIO|M|38|SANTIAGO DE SURCO|LIMA|BRASILERA|2023|SEPTIEMBRE|0|E|BRASILERA|2023-09-25
614|SERVICIOS WEB|PROPIETARIO|F|24|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
615|SERVICIOS WEB|PROPIETARIO|M|32|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
616|SERVICIOS WEB|PROPIETARIO|M|49|LOS OLIVOS|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
617|SERVICIOS WEB|PROPIETARIO|M|61|SANTIAGO DE SURCO|LIMA|HOLANDESA|2023|SEPTIEMBRE|0|E|HOLANDESA|2023-09-25
618|SERVICIOS WEB|PROPIETARIO|M|47|SANTIAGO DE SURCO|LIMA|INDIA|2023|SEPTIEMBRE|5|E|INDIA|2023-09-25
619|SERVICIOS WEB|PROPIETARIO|M|59|<NO DEFINIDO>|<NO DEFINIDO>|ESPAÑOLA|2023|SEPTIEMBRE|60|E|ESPAÑOLA|2023-09-25
620|SERVICIOS WEB|PROPIETARIO|M|33|VENTANILLA|CALLAO|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
621|SERVICIOS WEB|PROPIETARIO|F|43|CALLAO|CALLAO|ECUATORIANA|2023|SEPTIEMBRE|0|E|ECUATORIANA|2023-09-25
622|SERVICIOS WEB|PROPIETARIO|M|53|BARRANCO|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-25
623|SERVICIOS WEB|PROPIETARIO|M|33|LIMA|LIMA|PAKISTANI|2023|SEPTIEMBRE|5|E|PAKISTANI|2023-09-25
624|SERVICIOS WEB|PROPIETARIO|M|37|SAN JUAN DE LURIGANCHO|LIMA|INDIA|2023|SEPTIEMBRE|0|E|INDIA|2023-09-25
625|SERVICIOS WEB|PROPIETARIO|M|31|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
626|SERVICIOS WEB|PROPIETARIO|M|59|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
627|SERVICIOS WEB|PROPIETARIO|M|67|<NO DEFINIDO>|<NO DEFINIDO>|ESTADOUNIDENSE|2023|SEPTIEMBRE|329|E|ESTADOUNIDENSE|2023-09-25
628|SERVICIOS WEB|PROPIETARIO|M|49|SANTIAGO DE SURCO|LIMA|CHILENA|2023|SEPTIEMBRE|2|E|CHILENA|2023-09-25
629|SERVICIOS WEB|PROPIETARIO|M|56|MIRAFLORES|LIMA|BRITANICA|2023|SEPTIEMBRE|0|E|BRITANICA|2023-09-25
630|SERVICIOS WEB|PROPIETARIO|F|28|LIMA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
631|SERVICIOS WEB|PROPIETARIO|F|56|PUENTE PIEDRA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
632|SERVICIOS WEB|PROPIETARIO|M|44|MIRAFLORES|LIMA|COLOMBIANA|2023|SEPTIEMBRE|44|E|COLOMBIANA|2023-09-25
633|SERVICIOS WEB|PROPIETARIO|F|38|SAN JUAN DE MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
634|SERVICIOS WEB|PROPIETARIO|M|50|SAN ISIDRO|LIMA|BRASILERA|2023|SEPTIEMBRE|0|E|BRASILERA|2023-09-25
635|SERVICIOS WEB|PROPIETARIO|F|40|SAN ISIDRO|LIMA|BRASILERA|2023|SEPTIEMBRE|0|E|BRASILERA|2023-09-25
636|SERVICIOS WEB|PROPIETARIO|M|42|CHICLAYO|LAMBAYEQUE|ESPAÑOLA|2023|SEPTIEMBRE|13|E|ESPAÑOLA|2023-09-25
637|SERVICIOS WEB|PROPIETARIO|F|42|CHICLAYO|LAMBAYEQUE|PERUANA|2023|SEPTIEMBRE|8|E|PERUANA|2023-09-25
638|SERVICIOS WEB|PROPIETARIO|M|36|SAN GABAN|PUNO|CHINA|2023|SEPTIEMBRE|1|E|CHINA|2023-09-25
639|SERVICIOS WEB|PROPIETARIO|M|67|<NO DEFINIDO>|<NO DEFINIDO>|ESTADOUNIDENSE|2023|SEPTIEMBRE|1|E|ESTADOUNIDENSE|2023-09-25
640|SERVICIOS WEB|PROPIETARIO|M|31|SAN GABAN|PUNO|CHINA|2023|SEPTIEMBRE|1|E|CHINA|2023-09-25
641|SERVICIOS WEB|PROPIETARIO|F|46|MIRAFLORES|LIMA|BRITANICA|2023|SEPTIEMBRE|11|E|BRITANICA|2023-09-25
642|SERVICIOS WEB|PROPIETARIO|M|27|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-25
643|SERVICIOS WEB|PROPIETARIO|M|52|MAGDALENA DEL MAR|LIMA|CHINA|2023|SEPTIEMBRE|1|E|CHINA|2023-09-24
644|SERVICIOS WEB|PROPIETARIO|F|24|SANTIAGO DE SURCO|LIMA|ARGENTINA|2023|SEPTIEMBRE|0|E|ARGENTINA|2023-09-24
645|SERVICIOS WEB|PROPIETARIO|F|47|CALLAO|CALLAO|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-24
646|SERVICIOS WEB|PROPIETARIO|F|72|LIMA|LIMA|JAPONESA|2023|SEPTIEMBRE|4|E|JAPONESA|2023-09-24
647|SERVICIOS WEB|PROPIETARIO|F|54|BARRANCO|LIMA|ARGENTINA|2023|SEPTIEMBRE|1|E|ARGENTINA|2023-09-24
648|SERVICIOS WEB|PROPIETARIO|F|86|CUSCO|CUSCO|SUIZA|2023|SEPTIEMBRE|20|E|SUIZA|2023-09-23
649|SERVICIOS WEB|PROPIETARIO|M|30|SAN MIGUEL|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-23
650|SERVICIOS WEB|PROPIETARIO|F|43|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-23
651|SERVICIOS WEB|PROPIETARIO|F|31|MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|37|E|VENEZOLANA|2023-09-23
652|SERVICIOS WEB|PROPIETARIO|M|32|INDEPENDENCIA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-23
653|SERVICIOS WEB|PROPIETARIO|M|21|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-23
654|SERVICIOS WEB|PROPIETARIO|F|23|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
655|SERVICIOS WEB|PROPIETARIO|M|31|AREQUIPA|AREQUIPA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
656|SERVICIOS WEB|PROPIETARIO|M|37|MIRAFLORES|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-22
657|SERVICIOS WEB|PROPIETARIO|M|35|BELLAVISTA|CALLAO|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
658|SERVICIOS WEB|PROPIETARIO|F|43|VILLA MARIA DEL TRIUNFO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
659|SERVICIOS WEB|PROPIETARIO|F|34|<NO DEFINIDO>|<NO DEFINIDO>|VENEZOLANA|2023|SEPTIEMBRE|7|E|VENEZOLANA|2023-09-22
660|SERVICIOS WEB|PROPIETARIO|F|25|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|1|E|VENEZOLANA|2023-09-22
661|SERVICIOS WEB|PROPIETARIO|F|50|BARRANCO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
662|SERVICIOS WEB|PROPIETARIO|M|29|SAN ISIDRO|LIMA|JAPONESA|2023|SEPTIEMBRE|3|E|JAPONESA|2023-09-22
663|SERVICIOS WEB|PROPIETARIO|F|77|LIMA|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-22
664|SERVICIOS WEB|PROPIETARIO|M|36|BREÑA|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-22
665|SERVICIOS WEB|PROPIETARIO|F|31|JOSE LUIS BUSTAMANTE Y RIVERO|AREQUIPA|DOMINICANA|2023|SEPTIEMBRE|3|E|DOMINICANA|2023-09-22
666|SERVICIOS WEB|PROPIETARIO|F|30|SAN JUAN BAUTISTA|LORETO|ESTADOUNIDENSE|2023|SEPTIEMBRE|32|E|ESTADOUNIDENSE|2023-09-22
667|SERVICIOS WEB|PROPIETARIO|M|53|SAN ISIDRO|LIMA|GUATEMALTECA|2023|SEPTIEMBRE|29|E|GUATEMALTECA|2023-09-22
668|SERVICIOS WEB|PROPIETARIO|M|26|LA VICTORIA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|1|E|VENEZOLANA|2023-09-22
669|SERVICIOS WEB|PROPIETARIO|M|44|SAN JUAN DE MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|1|E|VENEZOLANA|2023-09-22
670|SERVICIOS WEB|PROPIETARIO|F|44|MIRAFLORES|LIMA|JAPONESA|2023|SEPTIEMBRE|1|E|JAPONESA|2023-09-22
671|LIMA|PROPIETARIO|F|21|PUEBLO LIBRE (MAGDALENA VIEJA)|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
672|SERVICIOS WEB|PROPIETARIO|M|39|MIRAFLORES|LIMA|ITALIANA|2023|SEPTIEMBRE|0|E|ITALIANA|2023-09-22
673|SERVICIOS WEB|PROPIETARIO|F|33|SANTIAGO DE SURCO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
674|SERVICIOS WEB|PROPIETARIO|M|33|CHORRILLOS|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
675|SERVICIOS WEB|PROPIETARIO|M|20|LIMA|LIMA|PERUANA|2023|SEPTIEMBRE|7|E|PERUANA|2023-09-22
676|SERVICIOS WEB|PROPIETARIO|M|37|SANTIAGO DE SURCO|LIMA|ARGENTINA|2023|SEPTIEMBRE|2|E|ARGENTINA|2023-09-22
677|SERVICIOS WEB|PROPIETARIO|M|64|MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
678|SERVICIOS WEB|PROPIETARIO|F|50|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
679|SERVICIOS WEB|PROPIETARIO|F|31|JULIACA|PUNO|COSTARRICENSE|2023|SEPTIEMBRE|0|E|COSTARRICENSE|2023-09-22
680|SERVICIOS WEB|PROPIETARIO|M|38|SAN ISIDRO|LIMA|ESPAÑOLA|2023|SEPTIEMBRE|1|E|ESPAÑOLA|2023-09-22
681|SERVICIOS WEB|PROPIETARIO|M|58|<NO DEFINIDO>|<NO DEFINIDO>|COLOMBIANA|2023|SEPTIEMBRE|56|E|COLOMBIANA|2023-09-22
682|SERVICIOS WEB|PROPIETARIO|F|33|MIRAFLORES|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-22
683|SERVICIOS WEB|PROPIETARIO|M|76|HUANCAYO|JUNIN|ESPAÑOLA|2023|SEPTIEMBRE|6|E|ESPAÑOLA|2023-09-22
684|SERVICIOS WEB|PROPIETARIO|F|41|ATE|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-22
685|SERVICIOS WEB|PROPIETARIO|M|56|PARIÑAS|PIURA|ARGENTINA|2023|SEPTIEMBRE|127|E|ARGENTINA|2023-09-21
686|SERVICIOS WEB|PROPIETARIO|F|33|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
687|SERVICIOS WEB|PROPIETARIO|F|30|VILLA MARIA DEL TRIUNFO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
688|SERVICIOS WEB|PROPIETARIO|F|39|MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
689|SERVICIOS WEB|PROPIETARIO|M|47|CERRO COLORADO|AREQUIPA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
690|SERVICIOS WEB|PROPIETARIO|F|34|SANTA ANITA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
691|SERVICIOS WEB|PROPIETARIO|F|20|MAGDALENA DEL MAR|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
692|SERVICIOS WEB|PROPIETARIO|M|34|SAN ISIDRO|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-21
693|SERVICIOS WEB|PROPIETARIO|M|50|MOQUEGUA|MOQUEGUA|ESTADOUNIDENSE|2023|SEPTIEMBRE|26|E|ESTADOUNIDENSE|2023-09-21
694|SERVICIOS WEB|PROPIETARIO|F|30|PIURA|PIURA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
695|SERVICIOS WEB|PROPIETARIO|F|45|MIRAFLORES|LIMA|ESTADOUNIDENSE|2023|SEPTIEMBRE|0|E|ESTADOUNIDENSE|2023-09-21
696|SERVICIOS WEB|PROPIETARIO|F|33|SANTA ANITA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
697|SERVICIOS WEB|PROPIETARIO|M|33|VILLA MARIA DEL TRIUNFO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
698|SERVICIOS WEB|PROPIETARIO|M|44|LINCE|LIMA|ISRAELI|2023|SEPTIEMBRE|0|E|ISRAELI|2023-09-21
699|SERVICIOS WEB|PROPIETARIO|M|43|ICA|ICA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-21
700|SERVICIOS WEB|PROPIETARIO|F|45|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|11|E|VENEZOLANA|2023-09-21
701|SERVICIOS WEB|PROPIETARIO|F|26|SURQUILLO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
702|SERVICIOS WEB|PROPIETARIO|M|38|<NO DEFINIDO>|<NO DEFINIDO>|FRANCESA|2023|SEPTIEMBRE|19|E|FRANCESA|2023-09-21
703|SERVICIOS WEB|PROPIETARIO|F|43|LA MOLINA|LIMA|ARGENTINA|2023|SEPTIEMBRE|54|E|ARGENTINA|2023-09-21
704|SERVICIOS WEB|PROPIETARIO|M|35|SAN MARTIN DE PORRES|LIMA|ECUATORIANA|2023|SEPTIEMBRE|6|E|ECUATORIANA|2023-09-21
705|SERVICIOS WEB|PROPIETARIO|F|30|TACNA|TACNA|VENEZOLANA|2023|SEPTIEMBRE|3|E|VENEZOLANA|2023-09-21
706|SERVICIOS WEB|PROPIETARIO|F|43|LIMA|LIMA|PERUANA|2023|SEPTIEMBRE|4|E|PERUANA|2023-09-21
707|SERVICIOS WEB|PROPIETARIO|F|50|MAGDALENA DEL MAR|LIMA|PERUANA|2023|SEPTIEMBRE|6|E|PERUANA|2023-09-21
708|SERVICIOS WEB|PROPIETARIO|M|29|LA PERLA|CALLAO|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
709|SERVICIOS WEB|PROPIETARIO|M|52|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
710|SERVICIOS WEB|PROPIETARIO|M|39|PUEBLO LIBRE (MAGDALENA VIEJA)|LIMA|ARGELINA|2023|SEPTIEMBRE|0|E|ARGELINA|2023-09-21
711|SERVICIOS WEB|PROPIETARIO|M|42|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-21
712|SERVICIOS WEB|PROPIETARIO|M|36|SAN JUAN DE MIRAFLORES|LIMA|COLOMBIANA|2023|SEPTIEMBRE|6|E|COLOMBIANA|2023-09-21
713|SERVICIOS WEB|PROPIETARIO|F|33|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
714|SERVICIOS WEB|PROPIETARIO|M|29|MIRAFLORES|LIMA|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-20
715|SERVICIOS WEB|PROPIETARIO|F|25|CARABAYLLO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
716|SERVICIOS WEB|PROPIETARIO|M|32|SAN ISIDRO|LIMA|BRASILERA|2023|SEPTIEMBRE|0|E|BRASILERA|2023-09-20
717|SERVICIOS WEB|PROPIETARIO|M|54|CARMEN DE LA LEGUA REYNOSO|CALLAO|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-20
718|SERVICIOS WEB|PROPIETARIO|M|55|CARMEN DE LA LEGUA REYNOSO|CALLAO|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-20
719|SERVICIOS WEB|PROPIETARIO|M|41|LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
720|SERVICIOS WEB|PROPIETARIO|M|42|ETEN|LAMBAYEQUE|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
721|SERVICIOS WEB|PROPIETARIO|F|34|CAJAMARCA|CAJAMARCA|ESPAÑOLA|2023|SEPTIEMBRE|5|E|ESPAÑOLA|2023-09-20
722|SERVICIOS WEB|PROPIETARIO|F|28|LA MOLINA|LIMA|COLOMBIANA|2023|SEPTIEMBRE|1|E|COLOMBIANA|2023-09-20
723|SERVICIOS WEB|PROPIETARIO|M|49|MIRAFLORES|LIMA|MEXICANA|2023|SEPTIEMBRE|69|E|MEXICANA|2023-09-20
724|SERVICIOS WEB|PROPIETARIO|F|31|SAN BORJA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|5|E|VENEZOLANA|2023-09-20
725|SERVICIOS WEB|PROPIETARIO|F|21|MAGDALENA DEL MAR|LIMA|ECUATORIANA|2023|SEPTIEMBRE|15|E|ECUATORIANA|2023-09-20
726|SERVICIOS WEB|PROPIETARIO|M|35|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
727|SERVICIOS WEB|PROPIETARIO|M|34|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|3|E|VENEZOLANA|2023-09-20
728|SERVICIOS WEB|PROPIETARIO|F|40|SANTIAGO DE SURCO|LIMA|CHINA|2023|SEPTIEMBRE|55|E|CHINA|2023-09-20
729|SERVICIOS WEB|PROPIETARIO|M|76|LINCE|LIMA|HOLANDESA|2023|SEPTIEMBRE|0|E|HOLANDESA|2023-09-20
730|SERVICIOS WEB|PROPIETARIO|M|37|PUEBLO LIBRE (MAGDALENA VIEJA)|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
731|SERVICIOS WEB|PROPIETARIO|F|43|VILLA MARIA DEL TRIUNFO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
732|SERVICIOS WEB|PROPIETARIO|M|73|PIURA|PIURA|RUSA|2023|SEPTIEMBRE|0|E|RUSA|2023-09-20
733|SERVICIOS WEB|PROPIETARIO|M|67|MIRAFLORES|LIMA|ITALIANA|2023|SEPTIEMBRE|119|E|ITALIANA|2023-09-20
734|SERVICIOS WEB|PROPIETARIO|M|60|SANTIAGO DE SURCO|LIMA|COLOMBIANA|2023|SEPTIEMBRE|65|E|COLOMBIANA|2023-09-20
735|SERVICIOS WEB|PROPIETARIO|M|43|CARMEN DE LA LEGUA REYNOSO|CALLAO|MEXICANA|2023|SEPTIEMBRE|0|E|MEXICANA|2023-09-20
736|SERVICIOS WEB|PROPIETARIO|F|42|SAN JUAN DE MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
737|SERVICIOS WEB|PROPIETARIO|F|47|MAGDALENA DEL MAR|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-20
738|SERVICIOS WEB|PROPIETARIO|F|29|SAN MARTIN DE PORRES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
739|SERVICIOS WEB|PROPIETARIO|M|36|LIMA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
740|SERVICIOS WEB|PROPIETARIO|M|38|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
741|SERVICIOS WEB|PROPIETARIO|M|35|SANTA ANITA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
742|SERVICIOS WEB|PROPIETARIO|F|35|SAN JUAN DE MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
743|SERVICIOS WEB|PROPIETARIO|F|39|SAN ISIDRO|LIMA|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-20
744|SERVICIOS WEB|PROPIETARIO|M|22|GREGORIO ALBARRACIN LANCHIPA|TACNA|VENEZOLANA|2023|SEPTIEMBRE|1|E|VENEZOLANA|2023-09-20
745|SERVICIOS WEB|PROPIETARIO|M|73|SAN ISIDRO|LIMA|URUGUAYA|2023|SEPTIEMBRE|154|E|URUGUAYA|2023-09-20
746|SERVICIOS WEB|PROPIETARIO|F|98|SAN ISIDRO|LIMA|ITALIANA|2023|SEPTIEMBRE|5|E|ITALIANA|2023-09-20
747|SERVICIOS WEB|PROPIETARIO|F|34|PUENTE PIEDRA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
748|SERVICIOS WEB|PROPIETARIO|M|26|LIMA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
749|SERVICIOS WEB|PROPIETARIO|M|24|VILLA MARIA DEL TRIUNFO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
750|SERVICIOS WEB|PROPIETARIO|M|42|SAN ISIDRO|LIMA|CHILENA|2023|SEPTIEMBRE|12|E|CHILENA|2023-09-20
751|SERVICIOS WEB|PROPIETARIO|M|33|PUENTE PIEDRA|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
752|SERVICIOS WEB|PROPIETARIO|M|70|LA MOLINA|LIMA|AUSTRALIANA|2023|SEPTIEMBRE|0|E|AUSTRALIANA|2023-09-20
753|SERVICIOS WEB|PROPIETARIO|F|29|PACHACAMAC|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-20
754|SERVICIOS WEB|PROPIETARIO|F|27|SANTIAGO DE SURCO|LIMA|COLOMBIANA|2023|SEPTIEMBRE|0|E|COLOMBIANA|2023-09-19
755|SERVICIOS WEB|PROPIETARIO|F|34|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
756|SERVICIOS WEB|PROPIETARIO|M|54|LOS OLIVOS|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-19
757|SERVICIOS WEB|PROPIETARIO|M|24|SAN JUAN DE LURIGANCHO|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
758|SERVICIOS WEB|PROPIETARIO|M|26|SAN MIGUEL|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
759|SERVICIOS WEB|PROPIETARIO|M|49|CARMEN DE LA LEGUA REYNOSO|CALLAO|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-19
760|SERVICIOS WEB|PROPIETARIO|M|52|MIRAFLORES|LIMA|ESPAÑOLA|2023|SEPTIEMBRE|0|E|ESPAÑOLA|2023-09-19
761|SERVICIOS WEB|PROPIETARIO|F|24|LOS OLIVOS|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
762|SERVICIOS WEB|PROPIETARIO|M|25|ATE|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
763|SERVICIOS WEB|PROPIETARIO|M|58|SAN ISIDRO|LIMA|COREANA|2023|SEPTIEMBRE|0|E|COREANA|2023-09-19
764|SERVICIOS WEB|PROPIETARIO|F|63|SAN ISIDRO|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-19
765|SERVICIOS WEB|PROPIETARIO|M|38|MIRAFLORES|LIMA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-19
766|SERVICIOS WEB|PROPIETARIO|F|81|MIRAFLORES|LIMA|VENEZOLANA|2023|SEPTIEMBRE|25|E|VENEZOLANA|2023-09-19
767|SERVICIOS WEB|PROPIETARIO|M|43|BARRANCO|LIMA|FRANCESA|2023|SEPTIEMBRE|0|E|FRANCESA|2023-09-19
768|SERVICIOS WEB|PROPIETARIO|F|28|GREGORIO ALBARRACIN LANCHIPA|TACNA|ECUATORIANA|2023|SEPTIEMBRE|15|E|ECUATORIANA|2023-09-19
769|SERVICIOS WEB|PROPIETARIO|M|46|COMAS|LIMA|VENEZOLANA|2023|SEPTIEMBRE|0|E|VENEZOLANA|2023-09-19
770|SERVICIOS WEB|PROPIETARIO|F|41|PIURA|PIURA|CHINA|2023|SEPTIEMBRE|0|E|CHINA|2023-09-19
771|SERVICIOS WEB|PROPIETARIO|M|36|SAN MARTIN DE PORRES|LIMA|DOMINICANA|2023|SEPTIEMBRE|24|E|DOMINICANA|2023-09-19
